"No","year","month","day","hour","pm2.5","No","avg","std"
10694,2011,3,22,13,18,10694,13,0.816496580927726
10701,2011,3,22,20,24,10701,14.333333333333334,2.054804667656325
10702,2011,3,22,21,41,10702,17.666666666666668,4.9216076867444665
10703,2011,3,22,22,60,10703,27.333333333333332,10.077477638553983
10713,2011,3,23,8,30,10713,20,0
10721,2011,3,23,16,22,10721,17.666666666666668,1.247219128924647
10736,2011,3,24,7,10,10736,8.333333333333334,0.4714045207910318
10737,2011,3,24,8,12,10737,9,0.816496580927726
10738,2011,3,24,9,18,10738,10,1.632993161855452
10743,2011,3,24,14,15,10743,12,0.816496580927726
10753,2011,3,25,0,8,10753,3.6666666666666665,0.4714045207910317
10754,2011,3,25,1,13,10754,5,2.160246899469287
10757,2011,3,25,4,23,10757,13.666666666666666,0.9428090415820636
10769,2011,3,25,16,25,10769,14.666666666666666,1.247219128924647
10773,2011,3,25,20,39,10773,19,2.160246899469287
10779,2011,3,26,2,57,10779,39.666666666666664,4.4969125210773475
10784,2011,3,26,7,126,10784,79.66666666666667,3.8586123009300737
10801,2011,3,27,0,20,10801,12,0.816496580927726
10808,2011,3,27,7,27,10808,15,2.160246899469287
10821,2011,3,27,20,50,10821,14.333333333333334,1.8856180831641265
10830,2011,3,28,5,45,10830,38,0.816496580927726
10833,2011,3,28,8,58,10833,46.333333333333336,2.624669291337271
10841,2011,3,28,16,43,10841,36.666666666666664,0.9428090415820642
10844,2011,3,28,19,51,10844,40,3.559026084010437
10854,2011,3,29,5,100,10854,67,8.831760866327848
10855,2011,3,29,6,128,10855,81,14.7648230602334
10869,2011,3,29,20,73,10869,55.333333333333336,3.6817870057290873
10873,2011,3,30,0,75,10873,67,2.449489742783178
10874,2011,3,30,1,87,10874,68.66666666666667,4.642796092394705
10877,2011,3,30,4,115,10877,95.33333333333333,6.548960901462835
10882,2011,3,30,9,123,10882,92.33333333333333,3.7712361663282543
10907,2011,3,31,10,212,10907,204,0
10918,2011,3,31,21,295,10918,168,0
10919,2011,3,31,22,328,10919,295,0
10930,2011,4,1,9,25,10930,17,1.4142135623730951
10937,2011,4,1,16,23,10937,16,0.816496580927726
10938,2011,4,1,17,34,10938,18,3.559026084010437
10947,2011,4,2,2,48,10947,26.5,3.5
10953,2011,4,2,8,89,10953,44,9.092121131323903
10957,2011,4,2,12,158,10957,64,14.165686240583852
10968,2011,4,2,23,55,10968,11.333333333333334,8.956685895029603
10983,2011,4,3,14,167,10983,83,23.762715894162152
10996,2011,4,4,3,125,10996,77.66666666666667,9.533566430716727
10999,2011,4,4,6,174,10999,133,12.754084313139327
11000,2011,4,4,7,241,11000,149.33333333333334,20.853989759489398
11016,2011,4,4,23,150,11016,43.333333333333336,18.732028424302822
11019,2011,4,5,2,166,11019,150,3.265986323710904
11021,2011,4,5,4,191,11021,161.33333333333334,5.24933858267454
11024,2011,4,5,7,254,11024,167.66666666666666,16.81930108205715
11038,2011,4,5,21,246,11038,164.33333333333334,16.779617264870957
11047,2011,4,6,6,120,11047,97.66666666666667,3.8586123009300763
11049,2011,4,6,8,158,11049,97,17.682382946499793
11104,2011,4,8,15,27,11104,24,0
11105,2011,4,8,16,39,11105,25.5,1.5
11132,2011,4,9,19,109,11132,101.33333333333333,0.9428090415820617
11145,2011,4,10,8,17,11145,12.666666666666666,1.247219128924647
11152,2011,4,10,15,14,11152,12.333333333333334,0.47140452079103146
11157,2011,4,10,20,17,11157,10.333333333333334,0.47140452079103146
11158,2011,4,10,21,91,11158,12.666666666666666,3.091206165165235
11168,2011,4,11,7,29,11168,14.666666666666666,0.9428090415820632
11179,2011,4,11,18,18,11179,12,0.816496580927726
11180,2011,4,11,19,26,11180,14.333333333333334,2.6246692913372702
11182,2011,4,11,21,45,11182,23.666666666666668,4.0276819911981905
11186,2011,4,12,1,64,11186,50,0.816496580927726
11193,2011,4,12,8,103,11193,90,1.4142135623730951
11205,2011,4,12,20,145,11205,95.33333333333333,6.599663291074445
11214,2011,4,13,5,201,11214,187,2.160246899469287
11215,2011,4,13,6,231,11215,192.66666666666666,5.906681715556453
11225,2011,4,13,16,152,11225,131.33333333333334,5.312459150169739
11228,2011,4,13,19,172,11228,151.33333333333334,4.921607686744465
11237,2011,4,14,4,158,11237,138,4.546060565661952
11240,2011,4,14,7,174,11240,159.33333333333334,1.8856180831641285
11297,2011,4,16,16,87,11297,76,0
11298,2011,4,16,17,146,11298,81.5,5.5
11306,2011,4,17,1,60,11306,54.5,1.5
11307,2011,4,17,2,65,11307,58,2
11314,2011,4,17,9,22,11314,13.666666666666666,1.699673171197595
11315,2011,4,17,10,35,11315,17,3.7416573867739413
11316,2011,4,17,11,72,11316,24.333333333333332,7.93025150224688
11317,2011,4,17,12,249,11317,43,21.18175315375634
11340,2011,4,18,11,9,11340,4,0.816496580927726
11344,2011,4,18,15,13,11344,11.333333333333334,0.4714045207910318
11348,2011,4,18,19,19,11348,11.666666666666666,2.357022603955159
11349,2011,4,18,20,32,11349,14.666666666666666,3.6817870057290873
11351,2011,4,18,22,65,11351,31.333333333333332,9.809292646374775
11358,2011,4,19,5,62,11358,51,2.160246899469287
11360,2011,4,19,7,93,11360,56.333333333333336,6.018490028422596
11374,2011,4,19,21,120,11374,99,4.898979485566356
11379,2011,4,20,2,114,11379,85.66666666666667,3.8586123009300755
11384,2011,4,20,7,121,11384,91.66666666666667,4.1096093353126495
11392,2011,4,20,15,270,11392,151,12.328828005937952
11396,2011,4,20,19,157,11396,140.33333333333334,2.494438257849292
11398,2011,4,20,21,189,11398,152,6.377042156569663
11425,2011,4,22,0,74,11425,49,0
11439,2011,4,22,14,70,11439,36.5,2.5
11468,2011,4,23,19,16,11468,11,1
11476,2011,4,24,3,11,11476,8.5,0.5
11477,2011,4,24,4,15,11477,9.333333333333334,1.247219128924647
11480,2011,4,24,7,23,11480,16,0.816496580927726
11484,2011,4,24,11,22,11484,17,1.632993161855452
11489,2011,4,24,16,23,11489,13,2.160246899469287
11493,2011,4,24,20,24,11493,13,0.816496580927726
11498,2011,4,25,1,99,11498,39,2
11502,2011,4,25,5,96,11502,70.33333333333333,7.586537784494029
11505,2011,4,25,8,122,11505,93.33333333333333,2.054804667656325
11506,2011,4,25,9,165,11506,102,14.165686240583852
11518,2011,4,25,21,100,11518,92.66666666666667,2.054804667656325
11522,2011,4,26,1,138,11522,94,8.286535263104035
11528,2011,4,26,7,143,11528,107,6.48074069840786
11541,2011,4,26,20,22,11541,15.666666666666666,2.0548046676563256
11542,2011,4,26,21,63,11542,18.666666666666668,2.494438257849294
11561,2011,4,27,16,36,11561,26.333333333333332,0.9428090415820636
11564,2011,4,27,19,62,11564,40.666666666666664,4.642796092394707
11573,2011,4,28,4,70,11573,61,1.632993161855452
11575,2011,4,28,6,75,11575,65.66666666666667,3.091206165165235
11581,2011,4,28,12,99,11581,86,2.8284271247461903
11602,2011,4,29,9,185,11602,166,0
11611,2011,4,29,18,171,11611,157,4.08248290463863
11617,2011,4,30,0,178,11617,169.33333333333334,1.8856180831641285
11620,2011,4,30,3,186,11620,173.33333333333334,3.399346342395191
11626,2011,4,30,9,218,11626,196.33333333333334,2.624669291337267
11634,2011,4,30,17,81,11634,43.333333333333336,7.1336448530109
11635,2011,4,30,18,120,11635,52.666666666666664,20.138409955990955
11636,2011,4,30,19,201,11636,80.66666666666667,32.25247621845836
11666,2011,5,2,1,48,11666,36,2.160246899469287
11672,2011,5,2,7,24,11672,16.666666666666668,1.2472191289246475
11679,2011,5,2,14,27,11679,14,1.632993161855452
11681,2011,5,2,16,41,11681,22.333333333333332,4.642796092394707
11696,2011,5,3,7,11,11696,7.333333333333333,0.4714045207910318
11705,2011,5,3,16,36,11705,14.666666666666666,1.247219128924647
11711,2011,5,3,22,45,11711,30,3.559026084010437
11719,2011,5,4,6,93,11719,76.66666666666667,4.78423336480244
11726,2011,5,4,13,55,11726,41.666666666666664,2.0548046676563247
11733,2011,5,4,20,80,11733,58.333333333333336,3.681787005729086
11737,2011,5,5,0,98,11737,94,0.816496580927726
11738,2011,5,5,1,110,11738,95,2.160246899469287
11742,2011,5,5,5,123,11742,111.33333333333333,3.091206165165236
11745,2011,5,5,8,147,11745,129.66666666666666,5.312459150169746
11747,2011,5,5,10,168,11747,143.66666666666666,5.436502143433366
11748,2011,5,5,11,201,11748,154.33333333333334,9.672412085697935
11757,2011,5,5,20,63,11757,39.333333333333336,3.681787005729088
11758,2011,5,5,21,95,11758,45.666666666666664,12.36482466066094
11774,2011,5,6,13,37,11774,33.666666666666664,0.4714045207910321
11781,2011,5,6,20,37,11781,25.666666666666668,2.054804667656325
11793,2011,5,7,8,27,11793,17,1.632993161855452
11800,2011,5,7,15,29,11800,16.666666666666668,2.494438257849294
11801,2011,5,7,16,45,11801,21.666666666666668,5.436502143433363
11809,2011,5,8,0,69,11809,52.666666666666664,2.0548046676563247
11816,2011,5,8,7,79,11816,61.333333333333336,5.2493385826745405
11826,2011,5,8,17,46,11826,40.333333333333336,1.2472191289246464
11829,2011,5,8,20,58,11829,43.666666666666664,2.0548046676563247
11833,2011,5,9,0,76,11833,63,1.632993161855452
11837,2011,5,9,4,83,11837,76.66666666666667,1.8856180831641258
11839,2011,5,9,6,88,11839,80,2.160246899469287
11842,2011,5,9,9,94,11842,84.66666666666667,2.4944382578492945
11853,2011,5,9,20,25,11853,19.333333333333332,0.9428090415820636
11854,2011,5,9,21,35,11854,21.666666666666668,2.357022603955158
11863,2011,5,10,6,33,11863,20,3.265986323710904
11865,2011,5,10,8,44,11865,29.666666666666668,4.0276819911981905
11866,2011,5,10,9,76,11866,36.333333333333336,5.436502143433363
11872,2011,5,10,15,70,11872,27,4.546060565661952
11878,2011,5,10,21,35,11878,24.666666666666668,1.6996731711975945
11879,2011,5,10,22,46,11879,28.666666666666668,4.642796092394706
11881,2011,5,11,0,80,11881,45.666666666666664,8.576453553512406
11884,2011,5,11,3,92,11884,83,2.449489742783178
11890,2011,5,11,9,117,11890,107,2.943920288775949
11893,2011,5,11,12,184,11893,106,7.874007874011811
11922,2011,5,12,17,63,11922,11.666666666666666,0.47140452079103146
11935,2011,5,13,6,29,11935,20,2.8284271247461903
11942,2011,5,13,13,31,11942,27,0
11946,2011,5,13,17,32,11946,25.666666666666668,1.6996731711975952
11949,2011,5,13,20,70,11949,32.666666666666664,1.6996731711975956
11961,2011,5,14,8,32,11961,23.333333333333332,2.6246692913372707
11970,2011,5,14,17,27,11970,18.666666666666668,2.494438257849294
11971,2011,5,14,18,40,11971,22.333333333333332,3.6817870057290873
11973,2011,5,14,20,58,11973,32,5.715476066494082
11988,2011,5,15,11,83,11988,15.666666666666666,0.47140452079103146
11993,2011,5,15,16,27,11993,14,4.320493798938574
11994,2011,5,15,17,48,11994,17.666666666666668,7.760297817881877
12000,2011,5,15,23,53,12000,43,2.160246899469287
12001,2011,5,16,0,68,12001,45.666666666666664,5.436502143433364
12007,2011,5,16,6,55,12007,40,2.449489742783178
12011,2011,5,16,10,71,12011,65,0.816496580927726
12014,2011,5,16,13,156,12014,71.66666666666667,2.4944382578492927
12019,2011,5,16,18,40,12019,22.333333333333332,2.357022603955159
12025,2011,5,17,0,45,12025,41,0.816496580927726
12026,2011,5,17,1,52,12026,42.333333333333336,2.0548046676563247
12029,2011,5,17,4,80,12029,57,4.08248290463863
12030,2011,5,17,5,134,12030,66.33333333333333,9.877021593352703
12042,2011,5,17,17,174,12042,157.33333333333334,1.699673171197598
12049,2011,5,18,0,264,12049,241,6.377042156569663
12062,2011,5,18,13,237,12062,213.66666666666666,3.399346342395192
12080,2011,5,19,7,10,12080,5.666666666666667,0.4714045207910316
12086,2011,5,19,13,13,12086,8,0.816496580927726
12090,2011,5,19,17,19,12090,15,0.816496580927726
12094,2011,5,19,21,29,12094,15.333333333333334,3.681787005729087
12098,2011,5,20,1,33,12098,27.333333333333332,0.4714045207910321
12103,2011,5,20,6,46,12103,23,2.449489742783178
12112,2011,5,20,15,19,12112,10,2.160246899469287
12113,2011,5,20,16,180,12113,12.666666666666666,4.921607686744467
12122,2011,5,21,1,34,12122,25,2.160246899469287
12125,2011,5,21,4,56,12125,39,4.08248290463863
12133,2011,5,21,12,91,12133,53.333333333333336,1.2472191289246473
12141,2011,5,21,20,51,12141,18.333333333333332,8.73053390247253
12151,2011,5,22,6,74,12151,52.666666666666664,4.4969125210773475
12152,2011,5,22,7,122,12152,61.666666666666664,8.956685895029603
12163,2011,5,22,18,31,12163,23,1.4142135623730951
12164,2011,5,22,19,116,12164,25.333333333333332,4.189935029992179
12175,2011,5,23,6,89,12175,78.66666666666667,1.6996731711975934
12176,2011,5,23,7,123,12176,82.66666666666667,4.642796092394705
12180,2011,5,23,11,200,12180,157.33333333333334,7.930251502246876
12193,2011,5,24,0,53,12193,44.666666666666664,2.62466929133727
12198,2011,5,24,5,63,12198,58,0.816496580927726
12199,2011,5,24,6,71,12199,59.666666666666664,2.494438257849295
12200,2011,5,24,7,81,12200,64.33333333333333,4.98887651569859
12202,2011,5,24,9,100,12202,79.33333333333333,6.236095644623237
12213,2011,5,24,20,67,12213,43.666666666666664,6.342099196813481
12217,2011,5,25,0,78,12217,55,2.8284271247461903
12221,2011,5,25,4,58,12221,47.333333333333336,2.62466929133727
12224,2011,5,25,7,66,12224,57.333333333333336,0.9428090415820642
12239,2011,5,25,22,62,12239,47.5,0.5
12241,2011,5,26,0,88,12241,55.666666666666664,5.792715732327589
12245,2011,5,26,4,100,12245,96,0.816496580927726
12247,2011,5,26,6,112,12247,98.33333333333333,2.3570226039551594
12289,2011,5,28,0,153,12289,130.33333333333334,6.2360956446232345
12299,2011,5,28,10,253,12299,169.66666666666666,12.28368384845885
12308,2011,5,28,19,112,12308,105,0.816496580927726
12331,2011,5,29,18,139,12331,111,5.354126134736337
12346,2011,5,30,9,99,12346,56.666666666666664,4.10960933531265
12356,2011,5,30,19,39,12356,26.666666666666668,0.9428090415820629
12357,2011,5,30,20,49,12357,31,5.715476066494082
12361,2011,5,31,0,29,12361,15,2.449489742783178
12365,2011,5,31,4,17,12365,14,0.816496580927726
12374,2011,5,31,13,11,12374,8.333333333333334,0.47140452079103146
12378,2011,5,31,17,16,12378,13,0.816496580927726
12380,2011,5,31,19,24,12380,12.666666666666666,2.494438257849294
12397,2011,6,1,12,20,12397,14.333333333333334,0.9428090415820636
12401,2011,6,1,16,17,12401,10,0.816496580927726
12403,2011,6,1,18,28,12403,15.333333333333334,3.0912061651652345
12406,2011,6,1,21,29,12406,28,0
12407,2011,6,1,22,33,12407,28.5,0.5
12412,2011,6,2,3,36,12412,32.333333333333336,0.9428090415820642
12413,2011,6,2,4,45,12413,33.333333333333336,2.0548046676563247
12416,2011,6,2,7,81,12416,50,5.0990195135927845
12419,2011,6,2,10,143,12419,92.66666666666667,8.259674462242577
12423,2011,6,2,14,128,12423,89.66666666666667,10.873004286866728
12441,2011,6,3,8,34,12441,22,2.943920288775949
12450,2011,6,3,17,56,12450,10,1.4142135623730951
12459,2011,6,4,2,70,12459,51.333333333333336,2.357022603955158
12471,2011,6,4,14,44,12471,30,0
12482,2011,6,5,1,40,12482,24.666666666666668,2.494438257849294
12483,2011,6,5,2,63,12483,30,7.483314773547883
12492,2011,6,5,11,142,12492,130.66666666666666,3.2998316455372185
12505,2011,6,6,0,75,12505,66.66666666666667,2.054804667656325
12510,2011,6,6,5,74,12510,45,3.7416573867739413
12518,2011,6,6,13,100,12518,86,1
12523,2011,6,6,18,99,12523,90,2.943920288775949
12524,2011,6,6,19,114,12524,92,5.354126134736337
12526,2011,6,6,21,145,12526,112,9.899494936611665
12532,2011,6,7,3,201,12532,165.33333333333334,1.6996731711975925
12535,2011,6,7,6,217,12535,202,1.4142135623730951
12537,2011,6,7,8,241,12537,209,5.715476066494082
12547,2011,6,7,18,82,12547,68,1.4142135623730951
12553,2011,6,8,0,66,12553,57.333333333333336,1.6996731711975943
12561,2011,6,8,8,20,12561,6.666666666666667,0.4714045207910316
12567,2011,6,8,14,33,12567,20,4.320493798938574
12568,2011,6,8,15,49,12568,23,7.788880963698615
12573,2011,6,8,20,40,12573,25.666666666666668,2.6246692913372702
12578,2011,6,9,1,86,12578,44.333333333333336,8.379870059984356
12579,2011,6,9,2,151,12579,62,17.146428199482248
12599,2011,6,9,22,123,12599,77.66666666666667,14.007934259633794
12606,2011,6,10,5,176,12606,115.33333333333333,5.436502143433364
12626,2011,6,11,1,122,12626,84.66666666666667,8.993825042154693
12630,2011,6,11,5,87,12630,54,2.160246899469287
12647,2011,6,11,22,55,12647,34.333333333333336,6.599663291074442
12662,2011,6,12,13,13,12662,10.666666666666666,0.4714045207910318
12663,2011,6,12,14,22,12663,11.333333333333334,1.247219128924647
12667,2011,6,12,18,46,12667,15.333333333333334,1.247219128924647
12675,2011,6,13,2,79,12675,53.333333333333336,7.408703590297622
12680,2011,6,13,7,117,12680,96.33333333333333,1.2472191289246488
12695,2011,6,13,22,116,12695,59.333333333333336,10.530379332620875
12698,2011,6,14,1,147,12698,125,6.683312551921141
12705,2011,6,14,8,133,12705,93.66666666666667,0.47140452079103085
12710,2011,6,14,13,234,12710,195.66666666666666,7.3635740114581765
12723,2011,6,15,2,106,12723,67.66666666666667,10.077477638553981
12727,2011,6,15,6,167,12727,129,4.546060565661952
12741,2011,6,15,20,165,12741,140.33333333333334,3.8586123009300786
12742,2011,6,15,21,198,12742,147.33333333333334,12.814921857827388
12756,2011,6,16,11,95,12756,72.66666666666667,5.185449728701347
12759,2011,6,16,14,124,12759,95.66666666666667,0.9428090415820617
12770,2011,6,17,1,134,12770,115.33333333333333,1.2472191289246468
12787,2011,6,17,18,79,12787,67.33333333333333,1.2472191289246488
12788,2011,6,17,19,89,12788,71.33333333333333,5.557777333511024
12790,2011,6,17,21,104,12790,85,4.320493798938574
12791,2011,6,17,22,135,12791,93.33333333333333,7.58653778449403
12794,2011,6,18,1,179,12794,142.66666666666666,6.548960901462837
12797,2011,6,18,4,212,12797,187.66666666666666,6.342099196813485
12798,2011,6,18,5,257,12798,198.66666666666666,9.568466729604886
12812,2011,6,18,19,147,12812,107.33333333333333,6.0184900284225975
12813,2011,6,18,20,269,12813,119.66666666666667,20.154955277107963
12822,2011,6,19,5,242,12822,200.33333333333334,4.109609335312649
12837,2011,6,19,20,203,12837,154,3.7416573867739413
12840,2011,6,19,23,217,12840,206,2.449489742783178
12842,2011,6,20,1,236,12842,215,6.683312551921141
12860,2011,6,20,19,139,12860,111.66666666666667,6.548960901462833
12861,2011,6,20,20,173,12861,123.33333333333333,11.671427600007732
12870,2011,6,21,5,171,12870,159.66666666666666,1.2472191289246497
12882,2011,6,21,17,137,12882,111.66666666666667,6.0184900284225975
12886,2011,6,21,21,116,12886,94.33333333333333,4.714045207910319
12887,2011,6,21,22,145,12887,102.66666666666667,10.274023338281626
12895,2011,6,22,6,204,12895,142.66666666666666,4.027681991198193
12901,2011,6,22,12,251,12901,195,6.97614984548545
12902,2011,6,22,13,337,12902,216.33333333333334,24.850665092821064
12915,2011,6,23,2,152,12915,140,3.7416573867739413
12918,2011,6,23,5,185,12918,151.33333333333334,0.9428090415820617
12925,2011,6,23,12,185,12925,165,3.7416573867739413
12937,2011,6,24,0,49,12937,33,2.943920288775949
12947,2011,6,24,10,16,12947,9.333333333333334,1.247219128924647
12948,2011,6,24,11,22,12948,11.666666666666666,3.299831645537222
12955,2011,6,24,18,34,12955,25,1.632993161855452
12958,2011,6,24,21,45,12958,35,0.816496580927726
12970,2011,6,25,9,29,12970,21.333333333333332,0.9428090415820636
12978,2011,6,25,17,25,12978,19.666666666666668,1.6996731711975945
12981,2011,6,25,20,40,12981,25.333333333333332,0.4714045207910321
12983,2011,6,25,22,62,12983,36.333333333333336,7.408703590297622
12989,2011,6,26,4,134,12989,95.66666666666667,9.56846672960488
13003,2011,6,26,18,24,13003,20.666666666666668,0.47140452079103146
13005,2011,6,26,20,27,13005,22.666666666666668,1.247219128924647
13006,2011,6,26,21,75,13006,24.666666666666668,1.6996731711975945
13015,2011,6,27,6,81,13015,51,4.320493798938574
13016,2011,6,27,7,125,13016,62.333333333333336,13.59738536958076
13027,2011,6,27,18,51,13027,36.666666666666664,4.027681991198191
